NomeCliente,EnderecoCompleto,ValorFatura,NumeroPaginas
Cliente Ficticio 2303,"R MOMOTA,144,FD-VILA APARECIDA-ARAPONGAS-PR -86707350 ",157.70,4
Cliente Ficticio 2304,"R FORTE DO CALVARIO,   424-JARDIM VILA FORMOSA-SAO PAULO-SP -03470005 ",149.10,4
Cliente Ficticio 2305,"R DIAS DA SILVA,740,CASA 1-VILA MARIA-SAO PAULO-SP -02114001 ",113.56,4
Cliente Ficticio 2306,"AV HAITI,   639-JARDIM DAS AMERICAS-CUIABA-MT -78060618 ",114.34,4
Cliente Ficticio 2307,"R VITORIA-REGIA,7-CASA AMARELA-RECIFE-PE -52070120 ",152.90,4
Cliente Ficticio 2308,"R PROCOPIO FERREIRA,    84-JARDIM NOVA DETROIT-SAO JOSE DOS CAMPOS-SP -12224570 ",459.69,4
Cliente Ficticio 2309,"R BARBARA DE CASTILHO,   440, CASA 3-JARDIM CARIOCA-RIO DE JANEIRO-RJ -21921110 ",67.28,4
Cliente Ficticio 2310,"AV BRG LUIS ANTONIO,1700,NONO ANDAR-BELA VISTA-SAO PAULO-SP -01318002 ",154.79,4
Cliente Ficticio 2311,"R GERALDA MARTINS MIRANDA,   311-MARIA GORETTI-BELO HORIZONTE-MG -31930450 ",234.44,4
Cliente Ficticio 2312,"AV FRANCISCA SALLES DAMASCO,6,VILA SANTOS-VILA SANTOS-CACAPAVA-SP -12280012 ",81.82,4
Cliente Ficticio 2313,"AV LINEU DE PAULA MACHADO,1330,CS-JARDIM EVEREST-SAO PAULO-SP -05601001 ",94.30,4
Cliente Ficticio 2314,"R CMTE RUBENS SILVA,    90, BL 2, APT 107-FREGUESIA (JACAREPAGUA)-RIO DE JANEIRO-RJ -22745282 ",224.28,4
Cliente Ficticio 2315,"R PANAMA,     4-JARDIM D ABRIL-OSASCO-SP -06033360 ",354.02,4
Cliente Ficticio 2316,"R OHIO,   155, CASA 4-PARQUE DAS AMERICAS-MAUA-SP -09351260 ",204.98,4
Cliente Ficticio 2317,"AV DOS ANDRADAS,   607-VILA ASSUNCAO-SANTO ANDRE-SP -09030350 ",340.87,4
Cliente Ficticio 2319,"R IEDA PESARINI FERREIRA,    95, BL 21 RES. CATUAÍ, APT 14-JARDIM SANTA CRUZ-LONDRINA-PR -86084610 ",124.22,4
Cliente Ficticio 2320,"AV FRANCISCO PETUCO,    45, TOR B2, APT 402-BOA VISTA-PORTO ALEGRE-RS -90520620 ",166.15,4
Cliente Ficticio 2321,"R MARANHAO,    42-VILA BRASIL-SANTA BARBARA D OESTE-SP -13451082 ",45.31,4
Cliente Ficticio 2322,"R FRANCISCO REY PARRADO,    78-VILA ANHANGUERA-SAO PAULO-SP -04673175 ",253.72,4
Cliente Ficticio 2323,"R GUADALAJARA,   630-JARDIM CRUZEIRO DO SUL-SAO CARLOS-SP -13572170 ",126.58,4
Cliente Ficticio 2324,"TV STA LUZIA,    89-SAO GERALDO-MANAUS-AM -69053320 ",246.56,4
Cliente Ficticio 2325,"R REIMS,   120, BL C/MARSELHA, APT 91-JARDIM DAS LARANJEIRAS-SAO PAULO-SP -02517010 ",290.84,4
Cliente Ficticio 2326,"AV PRAIA DE BELAS,  2266, SALA 604-PRAIA DE BELAS-PORTO ALEGRE-RS -90110000 ",154.26,4
Cliente Ficticio 2327,"R JORDALINO PIETRO BOM,1176,FD-JARDIM MORADA DO SOL-INDAIATUBA-SP -13348400 ",214.20,4
Cliente Ficticio 2329,"R BELCHIOR DE AZEVEDO,   220, BL B - YPE, APT 181-VILA LEOPOLDINA-SAO PAULO-SP -05089030 ",484.74,4
Cliente Ficticio 2330,"R CATUMBI,   127-CATUMBI-SAO PAULO-SP -03021000 ",149.22,4
Cliente Ficticio 2331,"R BARTOLOMEU BUENO DA SILVA,    47, CASA 1-VILA NOGUEIRA-DIADEMA-SP -09942240 ",197.37,4
Cliente Ficticio 2332,"R ANTONIO DAL SECCHI,   141-CONJUNTO CASSIO REZENDE-UBERABA-MG -38080170 ",199.71,4
Cliente Ficticio 2333,"R JOSE F BONFIM,   156-D BONFIM PAULISTA-RIBEIRAO PRETO-SP -14110000 ",130.58,4
Cliente Ficticio 2334,"R ESTUD FLAMINIO ARAUJO DE CASTRO RANGEL,   554-JARDIM NOVA ITALIA-LIMEIRA-SP -13484405 ",198.37,4
Cliente Ficticio 2335,"R ARARANGUA,    79-JARDIM JOVAIA-GUARULHOS-SP -07132240 ",259.14,4
Cliente Ficticio 2336,"AL CALCUTA,    36-VILA METALURGICA-SANTO ANDRE-SP -09220110 ",196.73,4
Cliente Ficticio 2337,"R IPIRANGA,    69-VILA ROSALIA-GUARULHOS-SP -07074120 ",150.34,4
Cliente Ficticio 2338,"R TERESINA,   578-LOTEAMENTO PLANALTO DO SOL-SANTA BARBARA D OESTE-SP -13454395 ",194.37,4
Cliente Ficticio 2339,"ESTR MAPUA,350,RUA 13 C 99-JACAREPAGUA-RIO DE JANEIRO-RJ -22713321 ",32.98,4
Cliente Ficticio 2340,"R PROMECIO,   816-VILA DA PRATA-MANAUS-AM -69030510 ",219.47,4
Cliente Ficticio 2341,"R ALFREDO SOARES PITRES,   256, APT 103-SALGADO FILHO-GRAVATAI-RS -94020050 ",203.80,4
Cliente Ficticio 2342,"R MARANGA,   688, APT 202-PRACA SECA-RIO DE JANEIRO-RJ -21321060 ",160.99,4
Cliente Ficticio 2343,"AV DE CILLO,  1510, FD-CENTRO-SANTA BARBARA D OESTE-SP -13450041 ",80.01,4
Cliente Ficticio 2344,"AV JOSE MUNIA,  7475, BL 04, APT 603-JARDIM BOSQUE DAS VIVENDAS-SAO JOSE DO RIO PRETO-SP -15085895 ",316.72,4
Cliente Ficticio 2345,"R UMBRIEL,   253-CIDADE SATELITE SANTA BARBARA-SAO PAULO-SP -08331070 ",106.80,4
Cliente Ficticio 2346,"R ONZE DE AGOSTO,   770-CENTRO-CAMPINAS-SP -13013101 ",275.10,4
Cliente Ficticio 2347,"R AMIR RAMIRES,    42-S AFONSO-NOVO HAMBURGO-RS -93310002 ",99.53,4
Cliente Ficticio 2348,"R LUIZ WARZEKA,    31-JAGUARIBE-OSASCO-SP -06065300 ",62.21,4
Cliente Ficticio 2349,"R NUNES BALBOA,   685, CASA 1-VILA CARRAO-SAO PAULO-SP -03446010 ",31.99,4
Cliente Ficticio 2350,"R MOACIR,  1966, ED SUNSET BOULEVARD, LJ 32-CENTRO-CAPAO DA CANOA-RS -95555000 ",235.51,4
Cliente Ficticio 2351,"R JOSE VICENTE DE BARROS,  2243-PARQUE SANTO ANTONIO-TAUBATE-SP -12061001 ",86.01,4
Cliente Ficticio 2352,"R DR PEDRO RUELA,   111-LETICIA-BELO HORIZONTE-MG -31570100 ",195.97,4
Cliente Ficticio 2353,"R LUIZ SILVA LIMA,26,QUADRA K-SERRARIA-MACEIO-AL -57046285 ",192.80,4
Cliente Ficticio 2355,"R PRF CERESER,   821-TARUMA-BAGE-RS -96405710 ",101.71,4
Cliente Ficticio 2356,"CONDOMINIO VIVENDAS FRIBURGO, MD F, CASA 03-SOBRADINHO-BRASILIA-DF -73105901 ",615.89,4
Cliente Ficticio 2357,"R GASTAO PENALVA,   180, LJ B-ANDARAI-RIO DE JANEIRO-RJ -20540220 ",145.01,4
Cliente Ficticio 2358,"R TANGER,   444-PARQUE ORATORIO-SANTO ANDRE-SP -09251140 ",188.71,4
Cliente Ficticio 2359,"R ITAPICURU,   380, APT 12-PERDIZES-SAO PAULO-SP -05006000 ",182.75,4
Cliente Ficticio 2360,"R ACAIACA,458-CIDADE LIDER-SAO PAULO-SP -08285020 ",166.29,4
Cliente Ficticio 2361,"R OLAVO BILAC,   111-VILA SANTANA-SOROCABA-SP -18080691 ",82.79,4
Cliente Ficticio 2362,"SHIS, QD QI23, CJ 09, CASA 10-ST DE HB INDIVIDUAIS SUL-BRASILIA-DF -71660090 ",276.17,4
Cliente Ficticio 2363,"R PRF ABILIO AZAMBUJA,   685, CASA FUNDOS-JARDIM DO SALSO-PORTO ALEGRE-RS -91410130 ",58.69,4
Cliente Ficticio 2365,"R IBAITI,   373, CASA 02-SITIO CERCADO-CURITIBA-PR -81900330 ",243.73,4
Cliente Ficticio 2366,"R JOVERCINA PAULA DE OLIVEIRA,   450, BL 12, APT 23-CONCEICAO-DIADEMA-SP -09990245 ",170.67,4
Cliente Ficticio 2367,"R ARSENIO DE AZEVEDO,   319-CAJURU-CURITIBA-PR -82940040 ",200.53,4
Cliente Ficticio 2368,"R SERRA VERDE,    13-VILA CARMELA I-GUARULHOS-SP -07178570 ",55.53,4
Cliente Ficticio 2369,"AV PORTUGAL,   277, APT 82-BROOKLIN PAULISTA-SAO PAULO-SP -04559000 ",411.68,4
Cliente Ficticio 2370,"R FAGUNDES DOS REIS,   292-CENTRO-PASSO FUNDO-RS -99010070 ",161.55,4
Cliente Ficticio 2371,"R D ESTEVAO PIMENTEL,    49, BL C/CINTRA, APT 33-CHACARA BELENZINHO-SAO PAULO-SP -03378050 ",183.01,4
Cliente Ficticio 2372,"R GARIBALDI,   803, APT 313-EXPOSICAO-CAXIAS DO SUL-RS -95080190 ",277.12,4
Cliente Ficticio 2373,"R CDOR LUIZ JARDIM,815-GRUTA DE LOURDES-MACEIO-AL -57052760 ",354.43,4
Cliente Ficticio 2374,"R NUPUTIRA,   212-JARDIM SABARA-SAO PAULO-SP -04446090 ",122.84,4
Cliente Ficticio 2375,"R JOAO TERUEL FREGONI,    66-VILA SANTO ANTONIO-SAO PAULO-SP -03279020 ",258.66,4
Cliente Ficticio 2376,"R HELIO ALVES AMBROSIO,33-JARDIM ITAMARATI-MARILIA-SP -17514670 ",210.47,4
Cliente Ficticio 2377,"R JOAO BENEGAS ORTIZ,   671, BL 4, APT 32-JARDIM MARICA-MOGI DAS CRUZES-SP -08775530 ",19.34,4
Cliente Ficticio 2378,"R DOS CURIMBATAS,   594-SALTO DE SAO JOSE-SALTO-SP -13324275 ",64.80,4
Cliente Ficticio 2379,"AV ITABORAI,  1456-BOSQUE DA SAUDE-SAO PAULO-SP -04135001 ",131.57,4
Cliente Ficticio 2380,"R OSVALDO CANALLI,   129-JARDIM ESPERANCA-MOGI DAS CRUZES-SP -08743620 ",193.69,4
Cliente Ficticio 2381,"QNJ, QD 45, CASA 11-TAGUATINGA-BRASILIA-DF -72140450 ",39.19,4
Cliente Ficticio 2382,"R ITA,   162, CASA 1-VILA SANTOS-SAO PAULO-SP -02636030 ",167.40,4
Cliente Ficticio 2383,"R HUMBERTO DE CAMPOS,   334-SAO JOSE-SAO CAETANO DO SUL-SP -09581310 ",46.13,4
Cliente Ficticio 2384,"R ROQUE DALBEN,   220-PRQ RES PRES MEDICI-ITU-SP -13310100 ",109.29,4
Cliente Ficticio 2385,"R MEXICO,  1038, CASA B-AMERICA-ARACAJU-SE -49080005 ",6.66,4
Cliente Ficticio 2386,"R FARID SALIM,  1243, ED RES. FLORENÇA, APT 04-JARDIM ANHANGUERA-RIBEIRAO PRETO-SP -14092030 ",38.10,4
Cliente Ficticio 2387,"SHCES,QD 403,BL F     APT 106-CRUZEIRO NOVO-BRASILIA-DF -70650436 ",384.98,4
Cliente Ficticio 2388,"R BELFORT VIEIRA,6-CHARITAS-NITEROI-RJ -24370060 ",147.28,4
Cliente Ficticio 2389,"R ALFREDO BENEDITO DA ROSA,    26-LOPES DE OLIVEIRA-SOROCABA-SP -18071288 ",62.46,4
Cliente Ficticio 2391,"R ITAPIRU,   740, APT 113-SAUDE-SAO PAULO-SP -04143010 ",367.17,4
Cliente Ficticio 2392,"AV ANTONIO BARBOSA DA SILVA SANDOVAL,   199-INTERLAGOS-SAO PAULO-SP -04783000 ",119.35,4
Cliente Ficticio 2393,"R LUIZ CHAGAS CARVALHO,   539, APT 102-DONA CLARA-BELO HORIZONTE-MG -31260200 ",296.21,4
Cliente Ficticio 2394,"R DOMILHETA DE MORAIS,   112-JARDIM TORRAO DE OURO-SAO JOSE DOS CAMPOS-SP -12229340 ",76.11,4
Cliente Ficticio 2395,"AV DR ODECIO ROLAND,   591-JARDIM SANTO ANDRE-LIMEIRA-SP -13484120 ",38.73,4
Cliente Ficticio 2396,"AV ANA COSTA,   543, APT 142-GONZAGA-SANTOS-SP -11060003 ",340.97,4
Cliente Ficticio 2397,"R DAS BAUNILHAS,   191, CASA 2-VILA LUCIA-SAO PAULO-SP -03146020 ",64.58,4
Cliente Ficticio 2398,"R KOBE,   391-JARDIM JAPAO-SAO PAULO-SP -02137010 ",55.14,4
Cliente Ficticio 2399,"SQN, QD 212, BL H, APT 604-ASA NORTE-BRASILIA-DF -70864080 ",461.30,4
Cliente Ficticio 2401,"R ARMANDO BIAZINI,   455-CIDADE PLANEJADA II-BRAGANCA PAULISTA-SP -12922630 ",144.79,4
Cliente Ficticio 2402,"R VITAL BRASIL,   870, BL D, APT 22-PORTAO-CURITIBA-PR -80320120 ",255.19,4
Cliente Ficticio 2403,"R PRF PADUA FLEURY,    86-VILA IRMAOS ARNONI-SAO PAULO-SP -02374100 ",130.76,4
Cliente Ficticio 2404,"AV OLIVEIRA BELO,     1, BL 1, APT 108-VILA DA PENHA-RIO DE JANEIRO-RJ -21221300 ",242.12,4
Cliente Ficticio 2405,"R SIRACUSA,   212-JARDIM EUROPA-SALTO-SP -13321482 ",470.97,4
Cliente Ficticio 2406,"R JAPURA,   108, CASA-PRACA SECA-RIO DE JANEIRO-RJ -21320000 ",89.41,4
Cliente Ficticio 2407,"R JOSE VICENTE DE BARROS,  2710, BL A, APT 15-PARQUE SANTO ANTONIO-TAUBATE-SP -12061001 ",84.72,4
Cliente Ficticio 2408,"R LUIZ JOAO PIROTTI,    60, CASA 0-ABERTA DOS MORROS-PORTO ALEGRE-RS -91751515 ",76.28,4
Cliente Ficticio 2409,"R ELDIZIA,   218, CASA 4-VILA GUARANI-SANTO ANDRE-SP -09110730 ",434.31,4
Cliente Ficticio 2410,"AV N SRA APARECIDA,  2211-SAO JOAO-SERTAOZINHO-SP -14170150 ",198.02,4
Cliente Ficticio 2411,"R TUXAUA,52,QUADRA 52  LOTE 04/08 APT 704-PARQUE AMAZONIA-GOIANIA-GO -74840270 ",104.77,4
Cliente Ficticio 2412,"R S SEBASTIAO DO PASSE,    80,   A-LIRIO DO VALE-MANAUS-AM -69038540 ",275.60,4
Cliente Ficticio 2413,"R ABEL LUIS FERREIRA,   277, BL F1, APT 12-JARDIM DO LAGO-CAMPINAS-SP -13050023 ",167.84,4
Cliente Ficticio 2414,"R PIRES DA MOTA,    44, BL IZOTTA, APT 1260-ACLIMACAO-SAO PAULO-SP -01529000 ",68.10,4
Cliente Ficticio 2415,"R ADERALDO DE MORAES,   351-JARDIM ERMIDA II-JUNDIAI-SP -13212180 ",118.71,4
Cliente Ficticio 2416,"TV PIMENTA BUENO,  1894-CRUZEIRO (ICOARACI)-BELEM-PA -66810250 ",226.58,4
Cliente Ficticio 2417,"R PORTUGAL,   684-VILA SANTA MARIA-AMERICANA-SP -13471615 ",190.83,4
Cliente Ficticio 2418,"AV TARGINO VILELLA NUNES,80-VILA NUNES-LORENA-SP -12603000 ",228.16,4
Cliente Ficticio 2419,"R DA LAPA,    98, BL SOLAR DO LAGO, APT 602-BELA VISTA-LONDRINA-PR -86015050 ",205.10,4
Cliente Ficticio 2420,"R PRF ERNEST MARCUS,    21-PACAEMBU-SAO PAULO-SP -01246080 ",209.80,4
Cliente Ficticio 2421,"R JOAQUIM FLORIANO,   466, BL OFFICE, APT 1412-ITAIM BIBI-SAO PAULO-SP -04534002 ",214.85,4
Cliente Ficticio 2422,"EST CRISTOVAO MACHADO DE CAMPOS,   221, LT 19, CASA 6-VARGEM GRANDE-FLORIANOPOLIS-SC -88052600 ",257.34,4
Cliente Ficticio 2423,"R MQ DE PRAIA GRANDE,   563-VILA PRUDENTE-SAO PAULO-SP -03129110 ",22.37,4
Cliente Ficticio 2424,"AV TEJUCO,   210-ALTO DOS PINHEIROS-BELO HORIZONTE-MG -30530690 ",150.01,4
Cliente Ficticio 2425,"R BARCELONA,   340, / A-JAGUARE-SAO PAULO-SP -05331011 ",160.21,4
Cliente Ficticio 2427,"R BERNARDO DOS SANTOS,149-JARDIM OLYMPIA-SAO PAULO-SP -05542000 ",54.37,4
Cliente Ficticio 2428,"AL SERRA AGUDOS,    89-SERRA DOURADA-ARACATUBA-SP -16057565 ",295.41,4
Cliente Ficticio 2429,"R QUARTZO ROSA (RES V MELHOR), 99999, BL 87, QD 36, APT 101-LAGOA AZUL-MANAUS-AM -69018602 ",37.22,4
Cliente Ficticio 2430,"R HIPNOS,   157, APT 302-ANA LUCIA (SABARA/MG)-BELO HORIZONTE-MG -34710230 ",342.57,4
Cliente Ficticio 2431,"R CASTRO BARBOSA,    72, BL 1, APT 505-GRAJAU-RIO DE JANEIRO-RJ -20540230 ",377.00,4
Cliente Ficticio 2432,"R BONSAI,   641-JARDIM IMPERIAL II-MARINGA-PR -87023035 ",339.36,4
Cliente Ficticio 2433,"SQS,404,QD404BL LAPT 203-ASA SUL-BRASILIA-DF -70238120 ",322.12,4
Cliente Ficticio 2434,"AV DR MARIO CLAPIER URBINATI,   724, BL L, APT 26,-ZONA 7-MARINGA-PR -87020260 ",169.80,4
Cliente Ficticio 2435,"AV VLTO FERNANDO PINHEIRO FRANCO,  1208-CENTRO-MOGI DAS CRUZES-SP -08710500 ",53.85,4
Cliente Ficticio 2437,"R EVARISTO DE MORAIS,    82, CASA 3-JARDIM STELLA-SANTO ANDRE-SP -09185420 ",67.97,4
Cliente Ficticio 2438,"R LAZARO DE MELO,170-JARDIM BELA VISTA-SAO JOSE DO RIO PRETO-SP -15060300 ",395.20,4
Cliente Ficticio 2439,"AV PARIS,359,APT.95-BOQUEIRAO-PRAIA GRANDE-SP -11700080 ",129.61,4
Cliente Ficticio 2440,"R EURIDES MACIEL DE ALMEIDA,   585-UBERABA-CURITIBA-PR -81560460 ",249.94,4
Cliente Ficticio 2441,"R MQA DE SANTOS,    38-JARDIM INDEPENDENCIA-EMBU DAS ARTES-SP -06826090 ",99.07,4
Cliente Ficticio 2442,"AV GUILHERMINA,484,AP 32-VILA GUILHERMINA-PRAIA GRANDE-SP -11701500 ",236.10,4
Cliente Ficticio 2443,"R JOSE DO COUTO MORAES,   191, BL ANDALUZIA, APT 112-PARQUE BAGUACU-ARACATUBA-SP -16018530 ",151.21,4
Cliente Ficticio 2444,"R ATANAZIO SOARES, 3395, COND MARCCO SOROCABA, BL 15, APT 02-JARDIM MARIA EUGENIA-SOROCABA-SP -18074385 ",170.59,4
Cliente Ficticio 2445,"R TIZIU,15,APT 101-GOIANIA-BELO HORIZONTE-MG -31950370 ",182.80,4
Cliente Ficticio 2446,"TV GALIANO OLIVATO,    58-RIO PEQUENO-SAO PAULO-SP -05379010 ",45.45,4
Cliente Ficticio 2447,"AV SARAH VELOSO,1200,BL 14       APT 2-VELOSO-OSASCO-SP -06150000 ",184.60,4
Cliente Ficticio 2448,"R LARANJEIRA,   151, BL 4, APT 42-CIDADE DAS FLORES-OSASCO-SP -06184020 ",180.10,4
Cliente Ficticio 2449,"EST DOS BANDEIRANTES,11609,QD 3,  CASA 2-VARGEM PEQUENA-RIO DE JANEIRO-RJ -22783117 ",256.36,4
Cliente Ficticio 2450,"R ITAQUERA,   118, CS 1-JARDIM SANTA TEREZA-EMBU DAS ARTES-SP -06813240 ",109.81,4
Cliente Ficticio 2451,"R BEIJA-FLOR-RUBI,   432-JARDIM INTERLAGOS-ARAPONGAS-PR -86710232 ",51.62,4
Cliente Ficticio 2452,"R T 30,  1227, QD 49, LT 19/20, APT 1403-SETOR BUENO-GOIANIA-GO -74210060 ",262.74,4
Cliente Ficticio 2453,"R CARAIBEIRAS,55,FD-IPIRANGA-SAO PAULO-SP -04275070 ",97.51,4
Cliente Ficticio 2454,"R JOAO CORDEIRO,   578-VILA CARRAO-SAO PAULO-SP -03435000 ",125.72,4
Cliente Ficticio 2455,"R JOAO BATISTA D ALASCIO,   260, ED AGUAS CLARAS, APT 304-COQUEIROS-FLORIANOPOLIS-SC -88080145 ",291.25,4
Cliente Ficticio 2456,"R TAMOIOS,   468, APT 04-JARDIM AEROPORTO-SAO PAULO-SP -04630000 ",315.97,4
Cliente Ficticio 2457,"R OITANTE,     7, CASA A-SANTO AGOSTINHO-MANAUS-AM -69036712 ",279.85,4
Cliente Ficticio 2458,"R WALDOMIRO SANTANA DE OLIVEIRA,    80-CJ HAB STA ANGELINA-SAO CARLOS-SP -13563604 ",163.99,4
Cliente Ficticio 2459,"R ITALIA,   132-JARDIM SAO FRANCISCO-GUARULHOS-SP -07195030 ",175.30,4
Cliente Ficticio 2460,"R SOLIMOES,1457,APTO 104 BLOCO A-MERCES-CURITIBA-PR -80810070 ",311.26,4
Cliente Ficticio 2461,"R NOVA YORK,   609, BL B, APT 74-BROOKLIN PAULISTA-SAO PAULO-SP -04560001 ",298.93,4
Cliente Ficticio 2463,"R ALAGOAS,20,BL TIRADENTES-GONZAGA-SANTOS-SP -11065120 ",182.62,4
Cliente Ficticio 2464,"R AURISTELA,   470, LJ A-SANTA CRUZ-RIO DE JANEIRO-RJ -23550351 ",14.87,4
Cliente Ficticio 2465,"R AMAZONAS,    76, BL ROSA CRISTINA, APT 13-CAMPO GRANDE-SANTOS-SP -11075420 ",402.96,4
Cliente Ficticio 2466,"R AUGUSTO DOS ANJOS,   921-ABRANCHES-CURITIBA-PR -82220190 ",191.45,4
Cliente Ficticio 2467,"R DORIVAL LEIVAS,   351-ABERTA DOS MORROS-PORTO ALEGRE-RS -91787191 ",212.07,4
Cliente Ficticio 2468,"R VITALINA GRASSMAN,   444, FT-JARDIM MIRANTE-SAO PAULO-SP -05801110 ",190.62,4
Cliente Ficticio 2469,"R TARCON,    82, CASA 2-JARDIM ADELFIORE-SAO PAULO-SP -05223070 ",433.24,4
Cliente Ficticio 2470,"R OSVALDO MARQUES,    77-VILA DARLI-SAO PAULO-SP -03262050 ",214.67,4
Cliente Ficticio 2471,"R SIMONE MARTINI,   285, CASA 199-JARDIM SANTA MARIA-SAO PAULO-SP -03573170 ",191.26,4
Cliente Ficticio 2473,"R GUILHERME COLOGNA,    32-PLANALTO VERDE-RIBEIRAO PRETO-SP -14056286 ",234.95,4
Cliente Ficticio 2474,"R BRG ARTHUR CARLOS PERALTA,  2037, CASA 2-BOA VISTA-CURITIBA-PR -82560030 ",305.28,4
Cliente Ficticio 2475,"R BARROS MOTA,    34, BL 2, APT 24-CIDADE BEIRA MAR-RIO DAS OSTRAS-RJ -28890152 ",101.65,4
Cliente Ficticio 2476,"R ROMAO PUIGGARI,   401-VILA MORAES-SAO PAULO-SP -04164000 ",395.71,4
Cliente Ficticio 2477,"R CON JERONIMO PIMENTEL,   942-UMARIZAL-BELEM-PA -66055000 ",309.56,4
Cliente Ficticio 2478,"R ESTEVAO DA CUNHA DE ABREU,    74-VILA NOVA DAS BELEZAS-SAO PAULO-SP -05777050 ",157.43,4
Cliente Ficticio 2479,"R JAMIL BASMAGE,     8-MATA DO JACINTO-CAMPO GRANDE-MS -79033480 ",420.34,4
Cliente Ficticio 2480,"R FRANCISCO SANTOS REIS,617-PEDREGULHO-GUARATINGUETA-SP -12515070 ",49.18,4
Cliente Ficticio 2481,"R TIRADENTES,   720, APT 701-REDUTO-BELEM-PA -66053330 ",173.36,4
Cliente Ficticio 2482,"R AZAMOR,34,AP 302-LINS DE VASCONCELOS-RIO DE JANEIRO-RJ -20710120 ",203.91,4
Cliente Ficticio 2483,"R CARMEM MIRANDA,299-POPULAR-BAGE-RS -96407150 ",110.61,4
Cliente Ficticio 2484,"AV GIOVANNI GRONCHI,  6829, BL B-FLOR DE MAIO, APT 211-VILA ANDRADE-SAO PAULO-SP -05724005 ",449.55,4
Cliente Ficticio 2485,"R PION MARIO BURALLI,   469, CASA 1-PARQUE LAGOA DOURADA-MARINGA-PR -87053268 ",210.47,4
Cliente Ficticio 2486,"R FIORAVANTE CHIMELLO,  4204-PARQUE SANTA HILDA-FRANCA-SP -14403702 ",54.30,4
Cliente Ficticio 2487,"R BAPTISTA CANAVASSI,   147-JARDIM UNIVERSO-VALINHOS-SP -13277716 ",21.82,4
Cliente Ficticio 2488,"R JOAQUIM OLIVEIRA FREITAS,   423-VILA MANGALOT-SAO PAULO-SP -05133000 ",46.61,4
Cliente Ficticio 2489,"R FERNANDO FERREIRA DE MELLO,478,AP 41-BOM ABRIGO-FLORIANOPOLIS-SC -88085260 ",360.69,4
Cliente Ficticio 2490,"R S PAULO,  1905, APT 1802-LOURDES-BELO HORIZONTE-MG -30170132 ",265.95,4
Cliente Ficticio 2491,"R COSTA RICA,    26, ED SAINT MORR, APT 33-BACACHERI-CURITIBA-PR -82510180 ",259.94,4
Cliente Ficticio 2492,"R ETIOPIA,   504-PARQUE MONTE ALEGRE-TABOAO DA SERRA-SP -06756080 ",459.95,4
Cliente Ficticio 2493,"AV PRES COSTA E SILVA,293,BLOCO 90-BOQUEIRAO-PRAIA GRANDE-SP -11701000 ",9.61,4
Cliente Ficticio 2494,"R SILVEIRA MARTINS,   505, APT 32-SANTA TEREZINHA-SANTO ANDRE-SP -09210520 ",308.95,4
Cliente Ficticio 2495,"R TOQUIO,   151-CENTRO-DIADEMA-SP -09921140 ",21.51,4
Cliente Ficticio 2496,"AV LEMOS MONTEIRO,251,CASA 3-OLIMPICO-SAO CAETANO DO SUL-SP -09540500 ",50.91,4
Cliente Ficticio 2497,"R 1 DE JANEIRO,20,AP 151-VILA CLEMENTINO-SAO PAULO-SP -04044902 ",301.56,4
Cliente Ficticio 2499,"R ANTONIO BOTELHO,   374-VILA PRADO-SAO CARLOS-SP -13574270 ",224.72,4
Cliente Ficticio 2500,"R ADOLFO ANDRE,  2143-CENTRO-ATIBAIA-SP -12940280 ",38.25,4
Cliente Ficticio 2501,"R GEN VITORINO,  1853, APT 300-CENTRO-URUGUAIANA-RS -97501543 ",279.59,4
Cliente Ficticio 2502,"R JOAO DE MIRANDA,    26, CASA 3-JARDIM NORMA-SAO PAULO-SP -08240380 ",164.19,4
Cliente Ficticio 2503,"R DES JOAQUIM BANDEIRA DE MELLO,    44-CJ RES V VERDE-SAO PAULO-SP -05171500 ",264.50,4
Cliente Ficticio 2504,"SQS,204,Q407 BO  AP204-ASA SUL-BRASILIA-DF -70256150 ",146.40,4
Cliente Ficticio 2505,"VLA FLORIPES,5-CIDADE BRASIL-GUARULHOS-SP -07053153 ",155.48,4
Cliente Ficticio 2506,"R ANCHIZES FERREIRA CATANHEDE,159-PARQUE DAS NACOES-LIMEIRA-SP -13481014 ",4.50,4
Cliente Ficticio 2507,"AV GETULIO DORNELES VARGAS,  1919, BL 7, APT 21-JARDIM CALIFORNIA-JACAREI-SP -12305000 ",422.67,4
Cliente Ficticio 2509,"R IRACI LUQUINA,    26-VILA CLEONICE-SAO PAULO-SP -03286200 ",409.31,4
Cliente Ficticio 2510,"AV MAURO RAMOS,1487,ED FIRENZE-CENTRO-FLORIANOPOLIS-SC -88020303 ",324.86,4
Cliente Ficticio 2511,"R PLAUTO LAPA COIMBRA,    53-LOTEAMENTO SANTA ROSA-PIRACICABA-SP -13414222 ",196.20,4
Cliente Ficticio 2512,"AV GUILHERME,  1515, BL BOLONHA, APT 34-VILA GUILHERME-SAO PAULO-SP -02053003 ",141.53,4
Cliente Ficticio 2513,"R MANOEL CEMBRANELLI,   356-CHACARA DA GALEGA-PINDAMONHANGABA-SP -12422200 ",97.17,4
Cliente Ficticio 2514,"R LUIZA LOPES GARCIA,   639-LOT REMANSO CAMPINEIRO-HORTOLANDIA-SP -13184350 ",43.14,4
Cliente Ficticio 2515,"AV AMERICO ANTONY,  1863-JAPIIM-MANAUS-AM -69076810 ",310.06,4
